Complaint No,Customer ID,Customer Name,Complaint Description,Complaint Type,Equipment Type,Priority Type,Complaint Date,Assigned Date,WIPDate Time,WIPAge,Close Date,Vendor Name,Resolution Type,Complaint Age,PORelease Date,PORelease Age,Material Delivery Date,MTDAge,Work Closer Date,Comment Date,Comments,WIP Vendor Enginner  log Date,WEAge
MAFIL_494888,2461,NORTH CAR STREET TIRUCHENGODU,NVR Monitor  power failure,Monitor Power Failure,NVR,Class B,04/26/2023 17:12:27,04/28/2023 11:10:19,,,05/01/2023 12:54:57,Zubaid Infotech,close,2,,,,,,05/01/2023 12:54:57,517132050101 Closed smps board changed // BH 366138,,
MAFIL_494889,1219,NABAGRAM,one gps not working(imei = 862818049804745) and charge issue so needed new gps requried,GPS battery issue,GPS,Class C,04/26/2023 17:20:57,,,,,Not Assigned,Open,0,,,,,,04/26/2023 17:20:57,ok,,
MAFIL_494890,10001,HeadOffice,I Ball 1 Sequence Issue,B,Workstation,Class A,04/26/2023 17:28:29,04/26/2023 17:29:40,,,04/26/2023 17:29:40,Aforeserve.com Ltd,close,0,,,,,,04/26/2023 17:29:40,517617260402 Closed Relogged | Now OK,,
MAFIL_494891,0114,"ARAPALAYAM,MADURAI",foot panic switch not working,Foot Panic Switch Not Working,Alarm Panel,Class B,04/26/2023 17:33:48,04/27/2023 15:48:32,,,04/28/2023 16:54:00,Zubaid Infotech,close,0,,,,,,04/26/2023 17:33:48,nil,,
,,,,,,,,,,,,,,,,,,,,04/28/2023 16:54:00,516953280421 Closed BH 304325// panic switch released now  foot panic alert ok,,
MAFIL_494892,10001,HeadOffice,Mafil 6  Hang,B,Workstation,Class A,04/26/2023 17:35:32,04/26/2023 17:36:19,,,04/26/2023 17:36:19,Aforeserve.com Ltd,close,0,,,,,,04/26/2023 17:36:19,517617260403 Closed System Relogged | Now OK,,
MAFIL_494894,1591,AUTO NAGAR,one gps not working(imei = 867322034737775) and demage. so needed new gps requried,GPS NOT WORKING,GPS,Class C,04/26/2023 17:59:24,,,,,Not Assigned,Open,0,,,,,,04/26/2023 17:59:24,2 GPS TRACKERS NOT WORKING PRPERILY,,
MAFIL_494896,0834,KODAMBAKKAM,zone 03 disabled//BH 335902,Panic Switch Wired BH Cabin Not Working,Alarm Panel,Class B,04/26/2023 18:00:03,04/28/2023 11:40:05,,,05/02/2023 13:17:10,Zubaid Infotech,close,3,,,,,,05/02/2023 13:17:10,516953020514 Closed BH 335902//new panic swich installed,,
MAFIL_494897,0583,GARABAVIPALAYA,Auto lock door buzzer sensor not working,Auto lock no sound,GRILL GATE AUTO LOCK,Minor,04/26/2023 18:01:23,,,,,Not Assigned,Open,0,,,,,,04/26/2023 18:01:23,Auto lock door buzzer sensor not working,,
MAFIL_494898,1591,AUTO NAGAR,one gps not working(imei = 867322034737775) and demage. so needed new gps requried,GPS NOT WORKING,GPS,Class C,04/26/2023 18:01:47,,,,,Not Assigned,Open,0,,,,,,04/26/2023 18:01:47,BOTH ARE NOT WRKING GPS TRACKERS,,
MAFIL_494900,2027,JEWARGI COLONY,panic switches not working wireless also not working,Panic Switches Not Working,Alarm Panel,Class B,04/26/2023 18:08:27,04/28/2023 11:12:23,,,05/04/2023 16:03:14,CHUBB SYSTEMS PRIVATE LIMITED,close,5,,,,,,04/26/2023 18:08:27,panic switches not working wireless also not working,,
,,,,,,,,,,,,,,,,,,,,05/04/2023 16:03:14,812907050436  KEY released   \\ Abh 392442  \\  SND2039,,
MAFIL_494902,3237,ZILLA PARISHAD SQUARE BANDARA,camera not working,OutSide Camera Not In network,CCTV,Class B,04/26/2023 18:16:11,,,,04/27/2023 14:54:36,Not Assigned,close,0,,,,,,04/27/2023 14:54:36,Hikvision Outside-3237Up27-04-2023 13:35:34/bh 350123,,
MAFIL_494903,2072,MANACHANALLUR TRICHY,Fault 02\Zone 02 disabled\BH 376752,PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/27/2023 00:55:54,04/28/2023 11:27:17,,,04/28/2023 12:14:01,Zubaid Infotech,close,0,,,,,,04/28/2023 12:14:01,516953280410 Closed BH 376752//shutter not close properly pir sensor working properly,,
MAFIL_495856,2172,MARANDAHALLI DHARMAPURI,zone 07 disabled 7,PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/27/2023 09:26:08,04/28/2023 11:27:54,,,05/02/2023 17:48:57,Zubaid Infotech,close,3,,,,,,05/02/2023 17:48:57,513507020506 Closed one inside PIR changed by bew / ABH370300,,
MAFIL_495857,0736,SEMBIAM,IDS PANEL NOT WORKING,Panel Programming Error,Alarm Panel,Class A,04/27/2023 09:28:15,04/28/2023 11:40:45,,,04/29/2023 14:00:15,Zubaid Infotech,close,0,,,,,,04/29/2023 14:00:15,812907042942  panel program succesful  \\  bh 387299,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 09:28:15,IDS PANEL NOT WORKING,,
MAFIL_495858,0686,METHA NAGAR,shutter sensor alarm automatic ringing,shutter sensor not working properly,Alarm Panel,Class C,04/27/2023 09:35:55,04/28/2023 11:41:21,,,04/29/2023 12:57:34,Zubaid Infotech,close,0,,,,,,04/27/2023 09:35:55,shutter sensor alarm automatic ringing,,
,,,,,,,,,,,,,,,,,,,,04/29/2023 12:57:34,703482290433  ABH 391984//allready working,,
MAFIL_495859,3565,UPPER BAZAAR RANCHI,Nvr monitor is not working,NVR Not In network,NVR,Class B,04/27/2023 09:52:38,04/27/2023 14:57:22,,,04/27/2023 17:42:25,Techsis Ltd,close,0,,,,,,04/27/2023 09:52:38,Nvr monitor is not working,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 17:42:25,517131270425  NVR  In network  cable reconnected BH-348870,,
MAFIL_495860,2598,PATHANAMTHITTA CITY,NVR monitor not working,Monitor Display Not Clear,NVR,Class B,04/27/2023 09:59:21,04/27/2023 14:48:45,,,04/28/2023 15:46:33,MX Electronics Pvt Ltd,close,0,,,,,,04/28/2023 15:46:33,515739042806 - Monitor Board Changed | ABH 348825,,
MAFIL_495862,2458,SIDDIPET,zone 1 disabled,Smoke Sensor Not Working,Alarm Panel,Class B,04/27/2023 10:11:30,04/28/2023 11:28:31,,,05/04/2023 16:04:15,Enseigner Pvt Ltd,close,5,,,,,,05/04/2023 16:04:15,812907050438  resistor changed \\  bh 363767  \\ SND2038,,
MAFIL_495863,2479,ERUMAPATTI NAMAKKAL,NVR MONITOR NOT WORKING,Monitor Power Failure,NVR,Class B,04/27/2023 10:16:57,04/28/2023 11:29:10,,,05/01/2023 12:54:48,Zubaid Infotech,close,2,,,,,,05/01/2023 12:54:48,506279050106 Closed Replaced Board-BH384163,,
MAFIL_495866,3382,COCOON MARKET SHIDLAGHATTA,zone 05 disabled,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/27/2023 10:33:18,04/27/2023 14:55:32,,,04/28/2023 13:16:06,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/28/2023 13:16:06,506279042802 Closed Replaced 1 battery-ABH381951,,
MAFIL_495867,2809,GUMTI NO.5-KANPUR,Smoke Sensor Not Working,Smoke Sensor Not Working,Alarm Panel,Class B,04/27/2023 10:48:17,04/27/2023 14:49:48,,,05/02/2023 11:14:49,Techsis Ltd,close,3,,,,,,04/27/2023 10:48:17,Smoke Sensor Not Working,,
,,,,,,,,,,,,,,,,,,,,05/02/2023 11:14:49,516122020511  BH 365301 smoke sensor resistor changed.,,
MAFIL_495869,0557,NARIKUNI,"zone 2 disabled
bh 11073",PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/27/2023 11:04:25,04/28/2023 10:45:54,,,04/28/2023 10:45:54,MX Electronics Pvt Ltd,close,0,,,,,,04/28/2023 10:45:54,"516953280403 Closed BH 11073// due to rat issue ,",,
MAFIL_495870,0783,PALLIMUCKU,NVR not working,NVR Power Failure,NVR,Class B,04/27/2023 11:10:17,04/28/2023 11:47:24,,,05/08/2023 16:06:08,MX Electronics Pvt Ltd,close,9,,,,,,05/08/2023 16:06:08,516122080517  BH 301248 NVR power cable reconnected. Monitor not working – MAFIL_509906 \\ ANM01052055,,
MAFIL_495871,0114,"ARAPALAYAM,MADURAI",GL-1 PANIC SWITCH NOT WORKING,Panic Switch Wired GL Cabin Not Working,Alarm Panel,Class B,04/27/2023 11:11:23,04/28/2023 11:48:00,05/06/2023 12:45:20,,,Zubaid Infotech,Purchase order need to be Released,10,,,,,,04/27/2023 11:11:23,NIL,,
MAFIL_495872,2745,MARIPALAM ROAD NAD,"monitor is not working, c/id 516953040509 WIP monitor is not working",Monitor Not In network,NVR,Class B,04/27/2023 11:22:17,04/27/2023 14:49:23,,,05/06/2023 12:17:15,Enseigner Pvt Ltd,close,7,,,,,,04/27/2023 11:22:17,monitor is not working,,
,,,,,,,,,,,,,,,,,,,,05/06/2023 12:17:15,SND202316 Closed ABH347498 / VGI cable issue resolved,,
MAFIL_495873,1757,HUKKERI,Entrance Camera SD Card Failure,Entrance Camera SD Card Failure,CCTV,Class B,04/27/2023 11:47:15,04/28/2023 11:29:56,,,05/09/2023 10:35:41,CHUBB SYSTEMS PRIVATE LIMITED,close,9,,,,,,05/09/2023 10:35:41,SND2013  BH 371691 // new sdcard installed\\04-05-2023,,
MAFIL_495875,2433,MARIPALEM VISHAKAPATNAM,nvr power failure,NVR Power Failure,NVR,Class B,04/27/2023 11:52:10,04/27/2023 12:21:08,,,04/27/2023 12:21:08,Enseigner Pvt Ltd,close,0,,,,,,04/27/2023 11:52:10,nvr power failure,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 12:21:08,"517131270411  NVR Working ,adepter change  BH-327868",,
MAFIL_495876,3533,FATEHPUR RAJASTHAN,"nvr power cabel damage
nvr power failure",NVR Power Failure,NVR,Class B,04/27/2023 11:55:11,04/27/2023 14:56:22,,,05/01/2023 13:08:01,Techsis Ltd,close,2,,,,,,04/27/2023 11:55:11,"nvr power cabel damage
nvr power failure",,
,,,,,,,,,,,,,,,,,,,,05/01/2023 13:08:01,517132050109 Closed cable reconnected // BH 373381,,
MAFIL_495877,0409,THRIPUNITHURA,MAGNETIC SENSOR SHUTTER SENSOR AND BATTERY ISSUE - SHIFTING,Shutter Sensor Not Working,Alarm Panel,Class A,04/27/2023 11:59:03,04/27/2023 12:00:04,,,,MX Electronics Pvt Ltd,PO Released,11,05/02/2023 15:16:29,5,,,,,,,
MAFIL_495879,1414,PANDRI,shutter sensor not install proper,Shutter Sensor Not Working,Alarm Panel,Class A,04/27/2023 12:17:49,04/27/2023 14:30:21,,,04/27/2023 14:30:21,Techsis Ltd,close,0,,,,,,04/27/2023 12:17:49,shutter sensor not install proper,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 14:30:21,703482270419  BH 356589// magnet changed,,
MAFIL_495880,10001,HeadOffice,automatic log off,B,Workstation,Class A,04/27/2023 12:29:58,04/27/2023 12:31:42,,,04/27/2023 12:31:42,Aforeserve.com Ltd,close,0,,,,,,04/27/2023 12:31:42,703482270415  lan cable reconnected,,
MAFIL_495881,0397,BOW BAZAR,WL panic not working | Zone 018 disabled | Ranjith,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/27/2023 12:37:01,04/27/2023 17:28:51,,,05/02/2023 17:08:03,CHUBB SYSTEMS PRIVATE LIMITED,close,4,,,,,,05/02/2023 17:08:03,516953020528 Closed BH 360438//One battery replaced now wireless alert ok,,
MAFIL_495892,0447,ARCOT,wireless panic swich not working,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/27/2023 14:22:43,04/28/2023 14:40:15,,,05/03/2023 12:25:16,Zubaid Infotech,close,3,,,,,,05/03/2023 12:25:16,703482030520  Bh  354193//  1 wireless panicswitch& battery replaced,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 14:22:43,wireless panic swich not working,,
MAFIL_495894,3092,MYSORE ROAD ARSIKERE,Damage Product- The product which is damage,Autolock not working,GRILL GATE AUTO LOCK,Minor,04/27/2023 14:25:05,,,,,Not Assigned,Open,0,,,,,,04/27/2023 14:25:05,Auto Gate Not Working Properly Self Closing,,
MAFIL_495895,3092,MYSORE ROAD ARSIKERE,Damage Product- The product which is damage,Auto lock no sound,GRILL GATE AUTO LOCK,Minor,04/27/2023 14:36:09,,,,,Not Assigned,Open,0,,,,,,04/27/2023 14:36:09,Buzzer Not working Properly and Damaged,,
MAFIL_495896,0094,CHERPU,Monitor Power Failure,Monitor Power Failure,NVR,Class B,04/27/2023 14:49:02,04/27/2023 14:58:34,,,04/27/2023 14:58:34,MX Electronics Pvt Ltd,close,0,,,,,,04/27/2023 14:58:34,"517131270415  NVR monitor working ,bord service BH-23898",,
MAFIL_495898,2595,VADALUR,Alarm Panel Not In network,Alarm Panel Not In network,Alarm Panel,Class A,04/27/2023 14:58:47,04/28/2023 08:51:04,,,04/29/2023 09:57:50,Zubaid Infotech,close,0,,,,,,04/29/2023 09:57:50,516953290401 Closed ABH 378837//  Lan cable re connected now panel working ok,,
MAFIL_495900,1603,PODILI,wireless panic switch compliant,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/27/2023 15:18:22,04/27/2023 15:46:22,,,04/27/2023 15:46:22,Enseigner Pvt Ltd,close,0,,,,,,04/27/2023 15:46:22,517131270420  Wireless Panic Switch Working Battry replaced BH  -375921,,
MAFIL_495902,3411,"CHARODA SQUARE,BHILAI",GPS IS NOT CHARGE & NOT WORKING. PLEASE PROVIDE NEW GPS,GPS NOT WORKING,GPS,Class C,04/27/2023 15:30:34,,,,05/04/2023 17:06:26,Not Assigned,close,0,,,,,,04/27/2023 15:30:34,GPS IS NOT CHARGE & NOT WORKING. PLEASE PROVIDE NEW GPS,,
,,,,,,,,,,,,,,,,,,,,05/04/2023 17:06:26,activated 370538,,
MAFIL_495903,1329,YELLANDU,Alarm Panel Not In network,Alarm Panel Not In network,Alarm Panel,Class A,04/27/2023 15:32:03,04/28/2023 11:30:34,,,05/05/2023 15:01:22,Enseigner Pvt Ltd,close,6,,,,,,05/05/2023 15:01:22,Ref. MAFIL_498873 | Renovation,,
MAFIL_495905,2399,S R NAGAR,nvr not in network,NVR Not In network,NVR,Class B,04/27/2023 15:32:24,04/28/2023 11:31:08,,,04/29/2023 10:47:51,Enseigner Pvt Ltd,close,0,,,,,,04/27/2023 15:32:24,nvr not in network,,
,,,,,,,,,,,,,,,,,,,,04/29/2023 10:47:51,703482290404  ABH 378871// lan cable reconneted,,
MAFIL_495907,3026,PERINTHALMANNA,wireless panic switch not working,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/27/2023 15:36:58,04/28/2023 08:54:17,,,04/29/2023 09:03:32,MX Electronics Pvt Ltd,close,0,,,,,,04/29/2023 09:03:32,812907042901  BATTERY REPLACED \\  Abh 387313,,
MAFIL_495909,0646,BARRACKPORE,Damage Product- The product which is damage,Auto lock not locking properly,GRILL GATE AUTO LOCK,Minor,04/27/2023 15:53:55,,,,,Not Assigned,Open,0,,,,,,04/27/2023 15:53:55,as soon as possible solved this issue.,,
MAFIL_495912,2099,VELAYUTHAMPALAYAM KARUR,Fault 05\Zone 05 disabled,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/27/2023 16:08:52,04/28/2023 11:31:48,,,05/01/2023 13:06:44,Zubaid Infotech,close,2,,,,,,05/01/2023 13:06:44,517132050108 Closed already working condition // ABH 371665,,
MAFIL_495913,0153,BHIWANDI,zone 03 disabled,Panic Switches Not Working,Alarm Panel,Class B,04/27/2023 16:14:35,04/28/2023 14:40:51,,,04/29/2023 14:26:13,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/29/2023 14:26:13,812907042945  pmc done \\ bh 334917,,
MAFIL_495914,1680,UPHILLS MALAPPURAM,NVR monitor power failure,Monitor Power Failure,NVR,Class B,04/27/2023 16:16:29,04/27/2023 16:29:29,,,04/27/2023 16:29:29,MX Electronics Pvt Ltd,close,0,,,,,,04/27/2023 16:29:29,513507270404 Closed ABH377632 / Monitor board changed,,
MAFIL_495917,2570,"JANDACHETTU CENTER,KAVALI",all panic swiches are not installed kinldy provide complaint number  installed all panic swiches slove the problum sir//panic switch dameged// BH 369371//703482020505,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/27/2023 16:45:17,04/28/2023 08:50:03,,,,Enseigner Pvt Ltd,Purchase order need to be Released,11,,,,,,,,,
MAFIL_495920,0864,PIRAGARHI,Entrance Camera SD Card Failure // playback error,Entrance Camera SD Card Failure,CCTV,Class B,04/27/2023 16:57:27,04/27/2023 17:01:12,,,04/27/2023 17:01:12,Techsis Ltd,close,0,,,,,,04/27/2023 17:01:12,517132042713 Closed new sd card installed // BH 367921,,
MAFIL_495921,2195,ITWARI NAGPUR,Entrance camera sd card not reading and not recording,Entrance Camera SD Card Failure,CCTV,Class B,04/27/2023 17:00:36,04/27/2023 17:27:55,,,04/27/2023 17:27:55,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/27/2023 17:27:55,WRONG COMPLAINT,,
MAFIL_495923,1386,CHENGAMANAD,"inside camera not working, camera view also not get",Center Camera Display Not Clear,CCTV,Class B,04/27/2023 17:37:11,04/28/2023 11:33:26,,,05/02/2023 10:35:59,MX Electronics Pvt Ltd,close,2,,,,,,05/02/2023 10:35:59,516953020503 Closed ABH 382893//  switch port changed now cam 3 working ok,,
MAFIL_495924,0094,CHERPU,password not working //Zone 03 Disabled,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/27/2023 17:49:07,04/28/2023 14:41:31,,,05/06/2023 11:32:53,MX Electronics Pvt Ltd,close,6,,,,,,05/06/2023 11:32:53,One panic switch new replaced | BH 23898 | SND 202308 Via AMC Wired Panic NA new 1 NA,,
MAFIL_495925,10001,HeadOffice,I Ball 8 Sequence Issue,B,Workstation,Class A,04/27/2023 17:55:02,04/27/2023 17:55:49,,,04/27/2023 17:55:49,Aforeserve.com Ltd,close,0,,,,,,04/27/2023 17:55:49,517617270401 Closed XML File Updated | Now OK,,
MAFIL_495926,10001,HeadOffice,I Ball 10 Sequence Issue,B,Workstation,Class A,04/27/2023 17:57:13,04/27/2023 17:57:56,,,04/27/2023 17:57:56,Aforeserve.com Ltd,close,0,,,,,,04/27/2023 17:57:56,517617270402 Closed XML File Updated | Now OK,,
MAFIL_495927,10001,HeadOffice,I Ball 08 Sequence Issue,B,Workstation,Class A,04/27/2023 17:59:27,04/27/2023 18:00:10,,,04/27/2023 18:00:10,Aforeserve.com Ltd,close,0,,,,,,04/27/2023 18:00:11,517617270403 Closed XML File Updated | Now OK,,
MAFIL_495929,10001,HeadOffice,Mafil 03 Automatically Off,B,Workstation,Class A,04/27/2023 18:01:39,04/27/2023 18:02:45,,,04/27/2023 18:02:45,Aforeserve.com Ltd,close,0,,,,,,04/27/2023 18:02:45,Closed Power cable reconnected | Now OK,,
MAFIL_495932,0503,NADAPURAM,Wireless Panic Switches PASSWORD NOT WORKING //ZONE 05 DISABLED,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/27/2023 18:12:31,04/28/2023 14:43:01,,,05/02/2023 10:56:21,MX Electronics Pvt Ltd,close,2,,,,,,05/02/2023 10:56:21,516953020506 Closed BH 10523// One battery replaced now wireless alert ok,,
MAFIL_495933,2245,BASWANESWAR NAGAR,ALL CC CAMERA NOT WORKING  SIR,Center Camera Not In network,CCTV,Class B,04/27/2023 18:13:15,04/28/2023 11:34:10,,,05/02/2023 12:44:23,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,05/02/2023 12:44:23,506279050202 Closed Replaced adaptor,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 18:13:15,ALL CC CAMERA NOT WORKING SIR,,
MAFIL_495935,0734,ANAND BAG,safe room panel sound not working and pannel key damage,Auto lock no sound,Alarm Panel,Minor,04/27/2023 18:20:10,04/28/2023 14:44:04,,,05/04/2023 12:56:21,Enseigner Pvt Ltd,close,0,,,,,,04/27/2023 18:20:10,safe room panel sound not working and pannel key damage,,
,,,,,,,,,,,,,,,,,,,,05/04/2023 12:56:21,Mafil closed-wrong complaint,,
MAFIL_495937,1541,SURAJPOLE PALI,one gps not working(imei = 867322034737775) and demage. so needed new gps requried,GPS NOT WORKING,GPS,Class C,04/27/2023 18:37:26,,,,,Not Assigned,Open,0,,,,,,04/27/2023 18:37:26,one gps not working,,
MAFIL_496856,0403,"JESSORE ROAD,NAGAR BAZAR",zone 05 disabled.,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/27/2023 21:40:59,04/28/2023 14:44:47,,,05/02/2023 15:04:42,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,05/02/2023 15:04:42,516122020525  BH 353127 wireless panic switch one battery replaced.,,
MAFIL_496857,2880,TRAMWE ROAD GUJARAT,"DSR Logs\\ safe,entrance,outside",Any two or more cameras are complaint,CCTV,Class A,04/28/2023 00:20:45,,,,04/28/2023 08:45:39,Not Assigned,close,0,,,,,,04/28/2023 08:45:39,already assigned complaint/MAFIL_496857,,
MAFIL_496858,2275,"MARKET ROAD,BAPATLA",DSR Logs,Safe Camera is not working,CCTV,Class A,04/28/2023 00:25:02,04/29/2023 16:30:02,,,05/03/2023 13:25:28,Enseigner Pvt Ltd,close,2,,,,,,05/03/2023 13:25:28,506279050303 Closed Replaced adaptor,,
MAFIL_496859,2328,"BATA NAGAR,KOLKATA",DSR Logs,Safe Camera is not working,CCTV,Class A,04/28/2023 00:26:34,04/29/2023 16:30:56,,,05/02/2023 11:45:58,CHUBB SYSTEMS PRIVATE LIMITED,close,1,,,,,,05/02/2023 11:45:58,516953020509 Closed BH 360933// power adaptedr replaced now cam 1 working ok,,
MAFIL_496860,1017,MANACAUD,DSR Logs,Safe Camera is not working,CCTV,Class A,04/28/2023 00:28:23,04/28/2023 14:45:27,,,04/29/2023 16:04:25,MX Electronics Pvt Ltd,close,0,,,,,,04/29/2023 16:04:25,"506279042905 Closed Replaced Hikvision Via AMC Camera 137bdm150cm133g000098 New 1 j43101605
Ref:MAFIL_498949",,
MAFIL_496861,2933,HESSARGHATTA,DSR Logs,Center Camera Not In network,CCTV,Class B,04/28/2023 00:30:31,04/28/2023 08:53:27,,,05/05/2023 11:10:06,CHUBB SYSTEMS PRIVATE LIMITED,close,6,,,,,,05/05/2023 11:10:06,812907050505  lan cable reconnected   \\ bh 342705 \\ AM201003,,
MAFIL_496862,2679,KEELAPAVOOR,DSR Logs\safe and center,Any two or more cameras are complaint,CCTV,Class A,04/28/2023 00:32:34,04/28/2023 08:52:51,,,05/01/2023 13:23:41,Zubaid Infotech,close,2,,,,,,05/01/2023 13:23:41,506279050107 Closed Replaced adaptor,,
MAFIL_496863,2209,SADASHIV NAGAR,DSR Logs,Entrance Camera Not In network,CCTV,Class B,04/28/2023 00:34:02,04/29/2023 16:32:04,,,05/08/2023 14:46:46,CHUBB SYSTEMS PRIVATE LIMITED,close,7,,,,,,05/08/2023 14:46:46,Lan cable reconnected working ok BH 361028 : ANM 01052047,,
MAFIL_496864,3205,BIBIWALA BATHINDA,DSR \\ not in network,Safe Camera is not working,CCTV,Class A,04/28/2023 00:37:13,04/28/2023 08:55:06,,,05/03/2023 12:55:43,Techsis Ltd,close,4,,,,,,05/03/2023 12:55:43,wrong complaint,,
MAFIL_496865,2673,SIKKAL,DSR Logs,Entrance Camera Not In network,CCTV,Class B,04/28/2023 00:40:53,04/28/2023 08:52:01,,,05/03/2023 17:39:27,Zubaid Infotech,close,4,,,,,,05/03/2023 17:39:27,515739050311 - Camera in network | DAX | SD card issue MAFIL_501909,,
MAFIL_496866,1047,KOPPAL MAIN ROAD,DSR Logs,Center Camera Not In network,CCTV,Class B,04/28/2023 00:42:41,04/28/2023 14:46:15,,,05/01/2023 09:31:05,CHUBB SYSTEMS PRIVATE LIMITED,close,1,,,,,,05/01/2023 09:31:06,506279050101 Closed Lan cable Reconnected,,
MAFIL_496867,3533,FATEHPUR RAJASTHAN,DSR Logs,Center Camera Not In network,CCTV,Class B,04/28/2023 00:44:39,04/28/2023 08:57:11,,,05/03/2023 11:14:01,Techsis Ltd,close,4,,,,,,05/03/2023 11:14:01,"812907050304  new camera replaced \\ BH-373381
new sd card replaced",,
MAFIL_496868,0859,PALAVAKKAM,wireless panic switch not working,Wireless Panic Switch Guard Not Working,Alarm Panel,Class B,04/28/2023 08:09:59,04/28/2023 14:46:58,,,04/29/2023 16:21:23,Zubaid Infotech,close,0,,,,,,04/29/2023 16:21:23,812907042956  resistor changed \\ bh 341601,,
MAFIL_496870,0498,SIVAKASI,automatic alert coming,Foot Panic Switch Not Working,Alarm Panel,Class B,04/28/2023 09:28:48,04/29/2023 09:06:24,,,05/04/2023 13:42:29,Zubaid Infotech,close,4,,,,,,04/28/2023 09:28:48,automatic alert coming,,
,,,,,,,,,,,,,,,,,,,,05/04/2023 13:42:30,812907050410  resistor replaced \\ SND2021  \\  bh 345149,,
MAFIL_496871,1774,ATHNI,AUTO LOCK IS NOT FIXED AND NOT WORKING,Autolock not working,GRILL GATE AUTO LOCK,Minor,04/28/2023 09:38:42,,,,,Not Assigned,Open,0,,,,,,04/28/2023 09:38:42,AUTO LOCK IS NOT FIXED AND NOT WORKING,,
MAFIL_496872,1832,HAGARIBOMMANAHALLI,Zone 5 Disabled password issue,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/28/2023 09:41:31,04/29/2023 16:32:53,,,05/01/2023 15:05:54,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,05/01/2023 15:05:54,517132050111 Closed battery replaced // BH 371293,,
MAFIL_496873,1774,ATHNI,BUZZER IS NOT WORKING,buzzer not working,GRILL GATE AUTO LOCK,Class C,04/28/2023 09:42:32,,,,,Not Assigned,Open,0,,,,,,04/28/2023 09:42:32,BUZZER IS NOT WORKING,,
MAFIL_496874,0267,ALAPPUZHA,"wireless panic not working 
bh 339925",Wireless Panic Switch Guard Not Working,Alarm Panel,Class B,04/28/2023 09:51:49,04/29/2023 08:59:56,,,,MX Electronics Pvt Ltd,Open,10,,,,,,,,,
MAFIL_496875,2666,PAIKA,one gps not working(imei =864502037776705) and demage. so needed new gps requried,GPS NOT WORKING,GPS,Class C,04/28/2023 09:53:57,,,,,Not Assigned,Open,0,,,,,,,,,
MAFIL_496876,3039,KUNNAMKULAM,fault 03 // Panic Switches Not Working // zone 03 disabled // BH 21873,Panic Switches Not Working,Alarm Panel,Class B,04/28/2023 10:02:41,04/28/2023 17:09:17,,,05/05/2023 15:17:08,MX Electronics Pvt Ltd,close,5,,,,,,05/05/2023 15:17:08,AM201037 Closed BH 21873// panic switch released now alert ok,,
MAFIL_496877,2016,KODUNGUR,NVR brightness issue,NVR Power Failure,NVR,Class B,04/28/2023 10:07:54,04/29/2023 16:33:36,,,05/06/2023 15:16:24,MX Electronics Pvt Ltd,close,5,,,,,,05/06/2023 15:16:24,517617060512 Closed Board Serviced | ABH 392098 | Closure : SND202326,,
MAFIL_496878,2043,NAVALGUND,BH 365958//Wireless Panic Switch BH Not Working,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/28/2023 10:10:14,04/28/2023 10:21:22,,,04/28/2023 10:21:22,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/28/2023 10:21:22,516953280402 Closed BH 348958//Shutter Sensor replaced now  alert ok,,
MAFIL_496880,0937,BHIMAVARAM J P ROAD,NVR MONITOR NOT WORKING,NVR Power Failure,NVR,Class B,04/28/2023 10:12:08,04/29/2023 09:12:11,,,05/05/2023 12:06:33,Enseigner Pvt Ltd,close,5,,,,,,05/05/2023 12:06:33,BH 356327// lan cable reconnected //AM 201013,,
